EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
171.055818796,170,1,PLAY,StillPlaying,595491
171.307685852,170,2,PLAY,Writing,178351
172.441855907,171,3,PLAY,Writing,178351
172.993353844,172,2,PLAY,StillPlaying,89283
174.577556849,173,3,PLAY,Writing,262537
175.017551899,174,2,PLAY,StillPlaying,178351
177.001209974,176,1,PLAY,StillPlaying,178351
177.272562981,176,2,PLAY,Writing,262537
178.582067966,177,3,PLAY,Writing,178351
178.99750185,178,2,PLAY,StillPlaying,262537
180.345773935,179,3,PLAY,Writing,221600
181.013539791,180,2,PLAY,StillPlaying,262537
181.825725794,180,3,PLAY,Writing,221600
183.001791954,182,2,PLAY,StillPlaying,178351
183.370609999,182,3,PLAY,Writing,221600
184.046306849,183,4,PLAY,Writing,221600
184.993560791,184,3,PLAY,StillPlaying,221600
186.982481956,186,2,PLAY,StillPlaying,221600
187.317994833,186,3,PLAY,Writing,791182
188.802049875,187,4,PLAY,Writing,334349
189.045586824,188,3,PLAY,StillPlaying,221600
190.802497864,189,4,PLAY,Writing,334349
191.04144001,190,3,PLAY,StillPlaying,221600
192.889735937,191,4,PLAY,Writing,334349
193.049398899,192,3,PLAY,StillPlaying,791182
194.757663965,193,4,PLAY,Writing,334349
194.987268925,194,3,PLAY,StillPlaying,334349
196.785898924,195,4,PLAY,Writing,334349
197.001361847,196,3,PLAY,StillPlaying,334349
198.589637995,197,4,PLAY,Writing,334349
198.999642849,198,3,PLAY,StillPlaying,334349
200.547004938,199,4,PLAY,Writing,334349
200.982719898,200,3,PLAY,StillPlaying,334349
202.882717848,201,4,PLAY,Writing,334349
203.045530796,202,3,PLAY,StillPlaying,334349
204.857831955,203,4,PLAY,Writing,334349
205.037485838,204,3,PLAY,StillPlaying,334349
206.993390799,206,2,PLAY,StillPlaying,334349
207.339374781,206,3,PLAY,Writing,334349
208.983619928,208,2,PLAY,StillPlaying,334349
209.621591806,208,3,PLAY,Writing,334349
210.989500999,210,2,PLAY,StillPlaying,334349
211.874539852,210,3,PLAY,Writing,334349
213.008507013,212,2,PLAY,StillPlaying,334349
213.81790185,212,3,PLAY,Writing,334349
215.013487816,214,2,PLAY,StillPlaying,334349
216.217583895,215,3,PLAY,Writing,334349
216.997291803,216,2,PLAY,StillPlaying,334349
218.016434908,217,3,PLAY,Writing,334349
218.982728004,218,2,PLAY,StillPlaying,334349
219.411878824,218,3,PLAY,Writing,334349
221.035944939,220,2,PLAY,StillPlaying,334349
221.094491005,220,3,PLAY,Writing,334349
222.95796895,221,4,PLAY,Writing,334349
223.03785491,222,3,PLAY,StillPlaying,334349
224.790150881,223,4,PLAY,Writing,334349
224.982807875,224,3,PLAY,StillPlaying,334349
226.34835887,225,4,PLAY,Writing,334349
227.009869814,226,3,PLAY,StillPlaying,334349
228.802042961,227,4,PLAY,Writing,334349
228.99532795,228,3,PLAY,StillPlaying,334349
229.283325911,228,4,PLAY,Writing,334349
230.98575592,230,3,PLAY,StillPlaying,334349
231.069044828,230,4,PLAY,Writing,791182
232.99751997,232,3,PLAY,StillPlaying,334349
234.989093781,234,2,PLAY,StillPlaying,334349
235.277940989,234,3,PLAY,Writing,791182
236.985433817,236,2,PLAY,StillPlaying,334349
238.401671886,237,3,PLAY,Writing,334349
238.989713907,238,2,PLAY,StillPlaying,791182
239.213853836,238,3,PLAY,Writing,334349
240.150105953,239,4,PLAY,Writing,334349
241.013393879,240,3,PLAY,StillPlaying,791182
242.833947897,241,4,PLAY,Writing,791182
243.00144887,242,3,PLAY,StillPlaying,334349
245.029474974,244,2,PLAY,StillPlaying,334349
247.005090952,246,1,PLAY,StillPlaying,334349
248.153954983,247,2,PLAY,Writing,791182
249.005369902,248,1,PLAY,StillPlaying,791182
249.509866953,248,2,PLAY,Writing,178351
251.017584801,250,1,PLAY,StillPlaying,791182
251.463365793,250,2,PLAY,Writing,178351
252.691956997,251,3,PLAY,Writing,178351
253.013574839,252,2,PLAY,StillPlaying,178351
255.005217791,254,1,PLAY,StillPlaying,178351
255.185822964,254,2,PLAY,Writing,262537
257.013362885,256,1,PLAY,StillPlaying,178351
258.993120909,258,0,PLAY,StillPlaying,262537
261.019614935,260,0,BUFFERING,Play-Buffering,0
