EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
121.35015893,121,5,PLAY,Writing,595491
122.021864891,122,4,PLAY,StillPlaying,595491
123.842178106,123,5,PLAY,Writing,595491
124.030165911,124,4,PLAY,StillPlaying,595491
126.017868042,126,3,PLAY,StillPlaying,595491
126.382312059,126,4,PLAY,Writing,595491
128.005872965,128,3,PLAY,StillPlaying,595491
128.85372901,128,4,PLAY,Writing,595491
130.025881052,130,3,PLAY,StillPlaying,595491
131.049187899,131,4,PLAY,Writing,595491
132.013931036,132,3,PLAY,StillPlaying,595491
133.147063017,133,4,PLAY,Writing,595491
134.017853975,134,3,PLAY,StillPlaying,595491
135.61907196,135,4,PLAY,Writing,595491
136.041863918,136,3,PLAY,StillPlaying,595491
138.017901897,138,2,PLAY,StillPlaying,595491
138.070204973,138,3,PLAY,Writing,595491
139.306138992,139,4,PLAY,Writing,334349
140.013840914,140,3,PLAY,StillPlaying,595491
140.305213928,140,4,PLAY,Writing,334349
142.0330019,142,5,PLAY,Writing,595491
142.035998106,142,4,PLAY,StillPlaying,595491
143.965607882,143,5,PLAY,Writing,595491
144.003268003,144,4,PLAY,StillPlaying,595491
146.021869898,146,3,PLAY,StillPlaying,334349
146.134162903,146,4,PLAY,Writing,595491
147.962178946,147,5,PLAY,Writing,595491
148.003266096,148,4,PLAY,StillPlaying,334349
149.670202017,149,5,PLAY,Writing,595491
150.021891117,150,4,PLAY,StillPlaying,595491
151.600289106,151,5,PLAY,Writing,595491
152.045881987,152,4,PLAY,StillPlaying,595491
153.836110115,153,5,PLAY,Writing,595491
154.013885021,154,4,PLAY,StillPlaying,595491
155.778156996,155,5,PLAY,Writing,595491
156.029946089,156,4,PLAY,StillPlaying,595491
157.906227112,157,5,PLAY,Writing,595491
158.025866985,158,4,PLAY,StillPlaying,595491
159.430216074,159,5,PLAY,Writing,595491
160.025876045,160,4,PLAY,StillPlaying,595491
161.974148989,161,5,PLAY,Writing,595491
162.02185297,162,4,PLAY,StillPlaying,595491
163.078175068,163,5,PLAY,Writing,595491
164.016948938,164,4,PLAY,StillPlaying,595491
164.496937037,164,5,PLAY,Writing,595491
166.003277063,166,4,PLAY,StillPlaying,595491
166.398176908,166,5,PLAY,Writing,595491
168.021878004,168,4,PLAY,StillPlaying,595491
168.534487009,168,5,PLAY,Writing,595491
170.037887096,170,4,PLAY,StillPlaying,595491
170.594194889,170,5,PLAY,Writing,595491
172.013884068,172,4,PLAY,StillPlaying,595491
172.989768028,172,5,PLAY,Writing,595491
174.009893894,174,4,PLAY,StillPlaying,595491
175.446208954,175,5,PLAY,Writing,595491
176.013878107,176,4,PLAY,StillPlaying,595491
177.742199898,177,5,PLAY,Writing,595491
178.009948015,178,4,PLAY,StillPlaying,595491
180.017868996,180,3,PLAY,StillPlaying,595491
180.326184988,180,4,PLAY,Writing,595491
182.025890112,182,3,PLAY,StillPlaying,595491
182.162201881,182,4,PLAY,Writing,595491
183.186153889,183,5,PLAY,Writing,595491
184.025873899,184,4,PLAY,StillPlaying,595491
185.418189049,185,5,PLAY,Writing,595491
186.003273964,186,4,PLAY,StillPlaying,595491
188.013868093,188,3,PLAY,StillPlaying,595491
188.366188049,188,4,PLAY,Writing,791182
190.013881922,190,3,PLAY,StillPlaying,595491
190.642541885,190,4,PLAY,Writing,791182
192.009929895,192,3,PLAY,StillPlaying,595491
193.162152052,193,4,PLAY,Writing,791182
194.003268957,194,3,PLAY,StillPlaying,595491
195.762176991,195,4,PLAY,Writing,791182
196.02993989,196,3,PLAY,StillPlaying,791182
198.0098629,198,2,PLAY,StillPlaying,791182
198.302149057,198,3,PLAY,Writing,791182
199.310173035,199,4,PLAY,Writing,334349
200.037864923,200,3,PLAY,StillPlaying,791182
200.586164951,200,4,PLAY,Writing,334349
201.878153086,201,5,PLAY,Writing,334349
202.005863905,202,4,PLAY,StillPlaying,791182
204.013859987,204,3,PLAY,StillPlaying,791182
