EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000114917755127,0,1,INITIAL_BUFFERING,Writing,89283
0.00280785560608,0,1,PLAY,InitialBuffering-Play,0
0.00300693511963,0,0,PLAY,StillPlaying,89283
0.503753900528,0,1,PLAY,Writing,89283
2.0194568634,2,0,PLAY,StillPlaying,89283
2.21174001694,2,1,PLAY,Writing,334349
3.22309684753,3,2,PLAY,Writing,178351
4.00744986534,4,1,PLAY,StillPlaying,334349
4.29643988609,4,2,PLAY,Writing,178351
5.33973789215,5,3,PLAY,Writing,178351
6.04345798492,6,2,PLAY,StillPlaying,178351
7.47174191475,7,3,PLAY,Writing,334349
8.0154838562,8,2,PLAY,StillPlaying,178351
9.37270379066,9,3,PLAY,Writing,334349
10.0555009842,10,2,PLAY,StillPlaying,178351
11.3201739788,11,3,PLAY,Writing,334349
12.0234727859,12,2,PLAY,StillPlaying,334349
12.7951309681,12,3,PLAY,Writing,334349
14.0032439232,14,2,PLAY,StillPlaying,334349
14.0837619305,14,3,PLAY,Writing,334349
15.4397728443,15,4,PLAY,Writing,334349
16.0795309544,16,3,PLAY,StillPlaying,334349
16.7317519188,16,4,PLAY,Writing,334349
18.0634899139,18,3,PLAY,StillPlaying,334349
18.7037398815,18,4,PLAY,Writing,334349
20.0034649372,20,3,PLAY,StillPlaying,334349
20.7477338314,20,4,PLAY,Writing,334349
22.0034530163,22,3,PLAY,StillPlaying,334349
22.8517558575,22,4,PLAY,Writing,334349
24.0674629211,24,3,PLAY,StillPlaying,334349
24.8997499943,24,4,PLAY,Writing,334349
26.0354619026,26,3,PLAY,StillPlaying,334349
26.8598079681,26,4,PLAY,Writing,334349
28.0754358768,28,3,PLAY,StillPlaying,334349
28.7717888355,28,4,PLAY,Writing,334349
30.0195689201,30,3,PLAY,StillPlaying,334349
30.804268837,30,4,PLAY,Writing,334349
32.0075650215,32,3,PLAY,StillPlaying,334349
32.9037559032,32,4,PLAY,Writing,334349
34.0514769554,34,3,PLAY,StillPlaying,334349
34.9957640171,34,4,PLAY,Writing,334349
36.0235488415,36,3,PLAY,StillPlaying,334349
37.0365920067,37,4,PLAY,Writing,334349
38.0155258179,38,3,PLAY,StillPlaying,334349
39.0157589912,39,4,PLAY,Writing,334349
40.0075268745,40,3,PLAY,StillPlaying,334349
41.0127258301,41,4,PLAY,Writing,334349
42.0474629402,42,3,PLAY,StillPlaying,334349
42.9520618916,42,4,PLAY,Writing,334349
44.0032207966,44,3,PLAY,StillPlaying,334349
44.9877548218,44,4,PLAY,Writing,334349
46.0034668446,46,3,PLAY,StillPlaying,334349
47.0218648911,47,4,PLAY,Writing,334349
48.0629348755,48,3,PLAY,StillPlaying,334349
49.1569428444,49,4,PLAY,Writing,334349
50.031514883,50,3,PLAY,StillPlaying,334349
50.437035799,50,4,PLAY,Writing,334349
51.3473649025,51,5,PLAY,Writing,334349
52.035435915,52,4,PLAY,StillPlaying,334349
54.0554637909,54,3,PLAY,StillPlaying,334349
