EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
127.951812983,120,3,PLAY,StillPlaying,262537
129.864154816,121,4,PLAY,Writing,262537
129.943804979,122,3,PLAY,StillPlaying,262537
131.880114794,123,4,PLAY,Writing,262537
131.935796976,124,3,PLAY,StillPlaying,262537
133.923782825,126,2,PLAY,StillPlaying,262537
134.184059858,126,3,PLAY,Writing,262537
135.939818859,128,2,PLAY,StillPlaying,262537
136.260063887,128,3,PLAY,Writing,262537
137.943813801,130,2,PLAY,StillPlaying,262537
138.040122986,130,3,PLAY,Writing,262537
139.71212697,131,4,PLAY,Writing,262537
139.924198866,132,3,PLAY,StillPlaying,262537
141.636093855,133,4,PLAY,Writing,262537
141.923812866,134,3,PLAY,StillPlaying,262537
143.664721966,135,4,PLAY,Writing,262537
143.951813936,136,3,PLAY,StillPlaying,262537
145.92384696,138,2,PLAY,StillPlaying,262537
146.096125841,138,3,PLAY,Writing,262537
147.935841799,140,2,PLAY,StillPlaying,262537
148.012105942,140,3,PLAY,Writing,262537
149.540084839,141,4,PLAY,Writing,262537
149.931804895,142,3,PLAY,StillPlaying,262537
151.54010582,143,4,PLAY,Writing,262537
151.95179987,144,3,PLAY,StillPlaying,262537
153.576107979,145,4,PLAY,Writing,262537
153.931800842,146,3,PLAY,StillPlaying,262537
155.604076862,147,4,PLAY,Writing,262537
155.943802834,148,3,PLAY,StillPlaying,262537
157.760127783,149,4,PLAY,Writing,262537
157.931794882,150,3,PLAY,StillPlaying,262537
159.396214008,151,4,PLAY,Writing,262537
159.97179389,152,3,PLAY,StillPlaying,262537
161.444177866,153,4,PLAY,Writing,262537
161.963809967,154,3,PLAY,StillPlaying,262537
163.484124899,155,4,PLAY,Writing,262537
163.935807943,156,3,PLAY,StillPlaying,262537
165.220114946,157,4,PLAY,Writing,262537
165.939818859,158,3,PLAY,StillPlaying,262537
167.904127836,159,4,PLAY,Writing,262537
167.943790913,160,3,PLAY,StillPlaying,262537
169.663697004,161,4,PLAY,Writing,262537
169.952226877,162,3,PLAY,StillPlaying,262537
171.724124908,163,4,PLAY,Writing,262537
171.931798935,164,3,PLAY,StillPlaying,262537
173.13613677,165,4,PLAY,Writing,262537
173.947796822,166,3,PLAY,StillPlaying,262537
174.728165865,166,4,PLAY,Writing,262537
175.919829845,168,3,PLAY,StillPlaying,262537
176.568146944,168,4,PLAY,Writing,262537
177.927821875,170,3,PLAY,StillPlaying,262537
178.416086912,170,4,PLAY,Writing,262537
179.95179677,172,3,PLAY,StillPlaying,262537
180.472093821,172,4,PLAY,Writing,262537
181.959877968,174,3,PLAY,StillPlaying,262537
182.468083858,174,4,PLAY,Writing,262537
183.931807995,176,3,PLAY,StillPlaying,262537
184.552076817,176,4,PLAY,Writing,262537
185.935837984,178,3,PLAY,StillPlaying,262537
186.450241804,178,4,PLAY,Writing,262537
187.951792002,180,3,PLAY,StillPlaying,262537
188.720089912,180,4,PLAY,Writing,262537
189.927820921,182,3,PLAY,StillPlaying,262537
190.252077818,182,4,PLAY,Writing,262537
191.624145985,183,5,PLAY,Writing,262537
191.918551922,184,4,PLAY,StillPlaying,262537
193.504206896,185,5,PLAY,Writing,262537
193.943813801,186,4,PLAY,StillPlaying,262537
195.755042791,187,5,PLAY,Writing,262537
195.951792955,188,4,PLAY,StillPlaying,262537
197.844119787,189,5,PLAY,Writing,262537
197.967788935,190,4,PLAY,StillPlaying,262537
199.963804007,192,3,PLAY,StillPlaying,262537
200.080500841,192,4,PLAY,Writing,262537
201.975902796,194,3,PLAY,StillPlaying,262537
202.224082947,194,4,PLAY,Writing,262537
203.92381978,196,3,PLAY,StillPlaying,262537
204.076095819,196,4,PLAY,Writing,262537
205.659067869,197,5,PLAY,Writing,262537
205.932182789,198,4,PLAY,StillPlaying,262537
207.728171825,199,5,PLAY,Writing,262537
207.955818892,200,4,PLAY,StillPlaying,262537
209.927811861,202,3,PLAY,StillPlaying,262537
210.062658787,202,4,PLAY,Writing,262537
211.999815941,204,3,PLAY,StillPlaying,262537
212.148088932,204,4,PLAY,Writing,262537
213.939888954,206,3,PLAY,StillPlaying,262537
215.120098829,207,4,PLAY,Writing,262537
215.947820902,208,3,PLAY,StillPlaying,262537
216.168089867,208,4,PLAY,Writing,262537
217.955835819,210,3,PLAY,StillPlaying,262537
218.072121859,210,4,PLAY,Writing,334349
219.935821772,212,3,PLAY,StillPlaying,262537
220.85213089,212,4,PLAY,Writing,334349
221.927794933,214,3,PLAY,StillPlaying,262537
223.156111956,215,4,PLAY,Writing,334349
223.951819897,216,3,PLAY,StillPlaying,262537
224.800463915,216,4,PLAY,Writing,334349
225.963813782,218,3,PLAY,StillPlaying,334349
226.904088974,218,4,PLAY,Writing,334349
227.947796822,220,3,PLAY,StillPlaying,334349
229.44814992,221,4,PLAY,Writing,334349
229.9718678,222,3,PLAY,StillPlaying,334349
231.935823917,224,2,PLAY,StillPlaying,334349
232.18808794,224,3,PLAY,Writing,334349
233.959807873,226,2,PLAY,StillPlaying,334349
234.048083782,226,3,PLAY,Writing,334349
235.939876795,228,2,PLAY,StillPlaying,334349
236.376083851,228,3,PLAY,Writing,334349
237.935828924,230,2,PLAY,StillPlaying,334349
238.100091934,230,3,PLAY,Writing,334349
239.923910856,232,2,PLAY,StillPlaying,334349
240.404158831,232,3,PLAY,Writing,334349
241.95981884,234,2,PLAY,StillPlaying,334349
243.040086985,235,3,PLAY,Writing,334349
243.943793774,236,2,PLAY,StillPlaying,334349
245.404096842,237,3,PLAY,Writing,334349
245.918510914,238,2,PLAY,StillPlaying,334349
247.931837797,240,1,PLAY,StillPlaying,334349
248.772109985,240,2,PLAY,Writing,334349
249.864164829,241,3,PLAY,Writing,178351
249.919787884,242,2,PLAY,StillPlaying,334349
251.963850975,244,1,PLAY,StillPlaying,334349
252.174427986,244,2,PLAY,Writing,262537
253.536168814,245,3,PLAY,Writing,178351
253.919802904,246,2,PLAY,StillPlaying,178351
254.784172773,246,3,PLAY,Writing,178351
255.888254881,247,4,PLAY,Writing,178351
255.939805984,248,3,PLAY,StillPlaying,262537
257.951807976,250,2,PLAY,StillPlaying,178351
259.272108793,251,3,PLAY,Writing,262537
259.918519974,252,2,PLAY,StillPlaying,178351
261.408110857,253,3,PLAY,Writing,262537
261.935795784,254,2,PLAY,StillPlaying,178351
263.172129869,255,3,PLAY,Writing,262537
263.955808878,256,2,PLAY,StillPlaying,262537
265.21208787,257,3,PLAY,Writing,262537
265.959796906,258,2,PLAY,StillPlaying,262537
267.050381899,259,3,PLAY,Writing,262537
267.959801912,260,2,PLAY,StillPlaying,262537
268.792083979,260,3,PLAY,Writing,262537
269.947818995,262,2,PLAY,StillPlaying,262537
270.768168926,262,3,PLAY,Writing,262537
271.935820818,264,2,PLAY,StillPlaying,262537
272.848172903,264,3,PLAY,Writing,262537
273.963844776,266,2,PLAY,StillPlaying,262537
274.871544838,266,3,PLAY,Writing,262537
275.955814838,268,2,PLAY,StillPlaying,262537
277.400105953,269,3,PLAY,Writing,262537
277.967824936,270,2,PLAY,StillPlaying,262537
279.768109798,271,3,PLAY,Writing,262537
279.963812828,272,2,PLAY,StillPlaying,262537
281.116090775,273,3,PLAY,Writing,262537
281.939796925,274,2,PLAY,StillPlaying,262537
282.776094913,274,3,PLAY,Writing,262537
283.939389944,276,2,PLAY,StillPlaying,262537
284.08007288,276,3,PLAY,Writing,262537
285.36408186,277,4,PLAY,Writing,262537
285.931783915,278,3,PLAY,StillPlaying,262537
287.951792955,280,2,PLAY,StillPlaying,262537
288.123467922,280,3,PLAY,Writing,334349
289.720193863,281,4,PLAY,Writing,334349
289.918537855,282,3,PLAY,StillPlaying,262537
290.792157888,282,4,PLAY,Writing,334349
291.064505816,283,5,PLAY,Writing,334349
291.967880964,284,4,PLAY,StillPlaying,262537
293.93579793,286,3,PLAY,StillPlaying,334349
294.920136929,287,4,PLAY,Writing,1546902
294.922633886,287,5,PLAY,Writing,791182
295.918605804,288,4,PLAY,StillPlaying,334349
297.923841,290,3,PLAY,StillPlaying,334349
299.918584824,292,2,PLAY,StillPlaying,334349
301.918504953,294,1,PLAY,StillPlaying,1546902
302.918613911,295,1,END,TheEnd,0
